"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-05-11 ~ 2025-05-10"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"3300","서울특별시 관악구 남현동","602-19","0602","0019","콤팩트하우스","15.8200","202502","10","11,730","7","개인","개인","2010","승방4길 30","-","중개거래","서울 동작구"
"3301","서울특별시 서대문구 북가좌동","343-1","0343","0001","선정오피스텔","21.7500","202502","10","9,800","8","개인","법인","2004","증가로 259","-","중개거래","서울 서대문구"
"3302","서울특별시 마포구 상암동","1748","1748","0000","상암 오벨리스크 2차","24.2000","202502","10","16,000","5","개인","개인","2014"," ","-","직거래","-"
"3303","서울특별시 구로구 구로동","26","0026","0000","신도림포스빌","24.1500","202502","10","15,700","6","개인","개인","2004","새말로 102","-","중개거래","서울 구로구"
"3304","서울특별시 영등포구 여의도동","14-21","0014","0021","엘지여의도에클라트","38.0100","202502","10","25,500","4","개인","개인","2003","국회대로 780","-","중개거래","서울 영등포구"
"3305","서울특별시 영등포구 도림동","819","0819","0000","대우미래사랑","35.0500","202502","10","16,800","6","개인","개인","2004","도영로 80","-","중개거래","서울 영등포구"
"3306","서울특별시 마포구 상암동","1597","1597","0000","사보이시티디엠씨","44.4200","202502","10","35,500","8","개인","개인","2016"," ","-","중개거래","서울 마포구"
"3307","서울특별시 광진구 군자동","473-1","0473","0001","(473-1)","18.2000","202502","10","20,000","3","개인","개인","2019","천호대로 530","-","직거래","-"
"3308","서울특별시 구로구 구로동","26","0026","0000","신도림포스빌","31.2300","202502","10","17,800","4","개인","개인","2004","새말로 102","-","중개거래","서울 구로구"
"3309","서울특별시 강동구 천호동","425-3","0425","0003","천호역 한강 푸르지오시티","26.6100","202502","10","17,750","29","개인","개인","2015","구천면로 192","-","중개거래","서울 강동구"
"3310","서울특별시 영등포구 양평동2가","37-3","0037","0003","오목교투웨니퍼스트","28.6300","202502","10","29,900","4","개인","개인","2017","선유서로25길 19","-","직거래","-"
"3311","서울특별시 은평구 진관동","73","0073","0000","웅신 미켈란의 아침","19.0600","202502","10","11,800","17","개인","개인","2017","진관2로 15-8","-","중개거래","서울 은평구"
"3312","서울특별시 관악구 봉천동","29-22","0029","0022","(29-22)","20.1600","202502","10","8,875","4","개인","개인","2003","행운1마길 16","-","중개거래","서울 관악구"
"3313","서울특별시 강서구 마곡동","773-1","0773","0001","마곡역센트럴푸르지오시티","23.8700","202502","10","18,200","14","개인","개인","2016","마곡중앙6로 10","-","중개거래","서울 강서구"
"3314","서울특별시 마포구 상암동","1653","1653","0000","DMC 이안상암2단지","89.2900","202502","09","62,800","25","개인","개인","2007","월드컵북로 361","-","중개거래","서울 마포구"
"3315","서울특별시 동대문구 용두동","100-1","0100","0001","랜드마크타워1","30.4700","202502","09","15,700","11","개인","개인","2004","천호대로25길 81","-","중개거래","서울 동대문구"
"3316","서울특별시 동작구 대방동","394-5","0394","0005","(394-5)","22.6800","202502","09","9,900","3","개인","개인","2003","대방동1길 1","-","중개거래","서울 동작구"
"3317","서울특별시 성동구 도선동","257","0257","0000","왕십리렉스프리미엄오피스텔","18.6300","202502","09","24,500","4","개인","개인","2020","왕십리로 336","-","중개거래","서울 성동구"
"3318","서울특별시 금천구 가산동","153-9","0153","0009","해찬행복드림","26.7300","202502","09","10,000","2","개인","개인","2008","가산로5길 14","-","직거래","-"
"3319","서울특별시 종로구 내수동","75","0075","0000","용비어천가","41.3400","202502","09","29,000","4","개인","개인","2004","새문안로3길 36","-","중개거래","서울 종로구"
"3320","서울특별시 성동구 성수동2가","277-37","0277","0037","성원상떼뷰오피스텔","24.8400","202502","09","15,800","8","개인","개인","2003","아차산로15길 10","20250407","중개거래","서울 성동구"
"3321","서울특별시 마포구 공덕동","463","0463","0000","마포현대하이엘","31.3750","202502","08","22,000","3","개인","개인","2005","마포대로 173","-","중개거래","서울 마포구"
"3322","서울특별시 은평구 진관동","100-1","0100","0001","은평헤스티아 2차","26.2300","202502","08","12,500","8","개인","개인","2016","통일로 1022","-","중개거래","서울 은평구"
"3323","서울특별시 영등포구 문래동6가","16","0016","0000","문래파라곤 201동","85.6000","202502","08","63,800","9","개인","개인","2005","선유로13길 11","-","중개거래","서울 영등포구"
"3324","서울특별시 관악구 신림동","1638-1","1638","0001","삼모 더 프라임 타워","30.8000","202502","08","20,000","24","개인","개인","2011","신원로 35","-","중개거래","서울 관악구"
"3325","서울특별시 강서구 등촌동","641-2","0641","0002","등촌2차 크라운팰리스","27.9000","202502","08","26,100","11","개인","개인","2020","화곡로66길 66","-","중개거래","서울 강서구"
"3326","서울특별시 강동구 강일동","677","0677","0000","강일 포디움","22.2655","202502","08","12,000","3","개인","개인","2016","아리수로91길 24-9","-","중개거래","서울 강동구"
"3327","서울특별시 중구 신당동","294-64","0294","0064","신당동 오피스텔","13.8400","202502","08","85,000","6","개인","개인","2004","청구로 69","-","중개거래","서울 중구"
"3328","서울특별시 마포구 신공덕동","5-75","0005","0075","갑을명가시티1","19.7300","202502","08","14,500","2","개인","개인","2016","만리재로 69","-","중개거래","서울 마포구"
"3329","서울특별시 송파구 문정동","624","0624","0000","송파 아이파크","25.8700","202502","08","21,500","9","개인","법인","2015","법원로 55","-","중개거래","서울 송파구"
"3330","서울특별시 강서구 화곡동","918-14","0918","0014","도양라비앙아파트","56.6800","202502","08","27,500","9","개인","개인","2016","곰달래로22길 15","-","중개거래","서울 강서구"
"3331","서울특별시 서대문구 대현동","104-5","0104","0005","신촌푸르지오시티","26.7580","202502","08","23,000","7","개인","개인","2014","신촌역로 7","-","중개거래","서울 서대문구"
"3332","서울특별시 서대문구 대현동","56-119","0056","0119","SONG'S 8","19.8000","202502","08","13,650","4","개인","개인","2015","이화여대5길 12","-","중개거래","서울 서대문구"
"3333","서울특별시 강서구 화곡동","367-51","0367","0051","골든빌","28.5500","202502","08","25,000","2","개인","개인","2018","가로공원로 236-4","-","직거래","-"
"3334","서울특별시 서초구 서초동","1303-16","1303","0016","강남역 I'PARK","29.8500","202502","08","32,250","12","개인","개인","2013","서초대로77길 62","-","중개거래","서울 서초구"
"3335","서울특별시 서초구 서초동","1303-16","1303","0016","강남역 I'PARK","28.0700","202502","08","26,700","4","개인","개인","2013","서초대로77길 62","20250327","중개거래","서울 서초구"
"3336","서울특별시 영등포구 양평동2가","43-14","0043","0014","CO-OP Residence/오목교","16.9800","202502","08","8,200","12","개인","개인","2004","영등포로3길 23","20250304","중개거래","서울 영등포구"
"3337","서울특별시 마포구 합정동","473","0473","0000","마포 한강 2차 푸르지오","25.7000","202502","08","34,500","17","개인","개인","2016","월드컵로3길 14","-","중개거래","서울 마포구"
"3338","서울특별시 마포구 상수동","157-1","0157","0001","세방글로벌시티","29.8900","202502","08","18,675","5","개인","개인","2005","독막로 100","-","중개거래","서울 마포구"
"3339","서울특별시 중구 만리동1가","32-1","0032","0001","하람휴","25.5100","202502","08","32,039","10","법인","법인","2020","만리재로37길 3","-","직거래","-"
"3340","서울특별시 광진구 자양동","861","0861","0000","자양 호반써밋","18.7434","202502","08","26,000","14","개인","개인","2021","능동로 69","-","중개거래","서울 광진구"
"3341","서울특별시 중구 만리동1가","32-1","0032","0001","하람휴","28.8200","202502","08","34,175","11","법인","법인","2020","만리재로37길 3","-","직거래","-"
"3342","서울특별시 서대문구 창천동","29-81","0029","0081","신촌 르메이에르타운5","24.9200","202502","08","16,800","14","개인","개인","2005","신촌로 109","-","중개거래","서울 서대문구"
"3343","서울특별시 강서구 마곡동","784-4","0784","0004","미르웰플러스오피스텔","19.4600","202502","08","12,800","7","개인","개인","2015"," ","-","중개거래","서울 강서구"
"3344","서울특별시 강서구 마곡동","795-1","0795","0001","필네이처","22.1600","202502","08","13,300","5","개인","개인","2016","마곡중앙8로 86","-","중개거래","서울 강서구"
"3345","서울특별시 강서구 마곡동","760-2","0760","0002","마곡나루역캐슬파크","23.3900","202502","08","22,000","9","개인","개인","2016","마곡중앙로 161-1","-","중개거래","서울 강서구"
"3346","서울특별시 강서구 마곡동","760-1","0760","0001","힐스테이트에코 마곡나루역 라마다앙코르 서울마곡","21.5020","202502","08","17,250","8","개인","개인","2017","마곡중앙로 161-11","-","중개거래","서울 강서구"
"3347","서울특별시 강서구 방화동","830-2","0830","0002","하이포트","27.9370","202502","08","7,400","10","개인","개인","1999","금낭화로 128","-","중개거래","서울 강서구"
"3348","서울특별시 강서구 방화동","619-7","0619","0007","에어팰리스","17.7000","202502","08","9,500","2","개인","개인","2013","개화동로27가길 33","-","중개거래","서울 강서구"
"3349","서울특별시 강남구 역삼동","735-11","0735","0011","신일유토빌","32.9900","202502","08","21,000","6","개인","개인","2003","논현로87길 41","-","중개거래","서울 강남구"
"3350","서울특별시 강서구 마곡동","773-3","0773","0003","힐스테이트에코동익","25.2600","202502","08","20,100","14","개인","개인","2017"," ","-","중개거래","서울 강서구"
"3351","서울특별시 동대문구 답십리동","497-23","0497","0023","청계 푸르지오시티","23.8500","202502","08","14,900","20","개인","개인","2015","천호대로 257","-","중개거래","서울 동대문구"
"3352","서울특별시 동대문구 답십리동","492-4","0492","0004","답십리한화오벨리스크","31.9300","202502","08","15,000","14","개인","개인","2004","천호대로 319","-","중개거래","서울 동대문구"
"3353","서울특별시 강남구 대치동","945-29","0945","0029","CO-OP Residence/삼성역","13.9600","202502","08","15,900","3","개인","개인","2004","테헤란로92길 13","-","중개거래","서울 강남구"
"3354","서울특별시 강남구 삼성동","142-3","0142","0003","LG선릉에클라트B","53.4300","202502","08","57,000","6","개인","개인","2004","테헤란로63길 12","-","중개거래","서울 강남구"
"3355","서울특별시 마포구 대흥동","12-27","0012","0027","이대역 푸르지오 시티","29.1400","202502","08","26,400","17","개인","개인","2013","신촌로 170","-","중개거래","서울 마포구, 서울 서대문구"
"3356","서울특별시 영등포구 당산동5가","9-2","0009","0002","당산 삼성쉐르빌","25.0900","202502","08","20,000","7","개인","개인","2013","당산로45길 1","-","중개거래","서울 영등포구"
"3357","서울특별시 영등포구 당산동5가","9-2","0009","0002","당산 삼성쉐르빌","26.7400","202502","08","20,000","5","개인","개인","2013","당산로45길 1","-","중개거래","서울 영등포구"
"3358","서울특별시 마포구 도화동","571","0571","0000","나눔빌딩","26.2500","202502","08","23,800","8","개인","개인","2015","도화길 43","-","중개거래","서울 마포구"
"3359","서울특별시 영등포구 도림동","820","0820","0000","쌍용플래티넘시티1단지","86.5400","202502","08","69,000","10","개인","개인","2006","도영로7길 15","-","중개거래","서울 영등포구"
"3360","서울특별시 종로구 연지동","56","0056","0000","더넥스트 종로","18.6600","202502","08","25,500","7","개인","개인","2022","창경궁로16길 11","-","중개거래","서울 종로구"
"3361","서울특별시 서초구 신원동","662","0662","0000","자연누리 오피스텔","21.3900","202502","07","16,000","3","개인","개인","2015"," ","-","중개거래","서울 서초구"
"3362","서울특별시 중랑구 망우동","495","0495","0000","한일써너스빌리젠시 2단지","59.6100","202502","07","35,800","19","개인","개인","2008","용마산로115길 109","-","중개거래","서울 중랑구"
"3363","서울특별시 관악구 봉천동","731-1","0731","0001","칸타빌레7차","15.5600","202502","07","20,000","10","개인","개인","2020","보라매로 25","-","중개거래","서울 관악구"
"3364","서울특별시 광진구 자양동","779","0779","0000","타워더모스트광진아크로텔","30.6100","202502","07","28,400","18","개인","개인","2014","아차산로 355","-","중개거래","서울 광진구"
"3365","서울특별시 노원구 상계동","1267","1267","0000","토마토파르코","36.7670","202502","07","14,000","3","개인","개인","2005","동일로 1700","-","중개거래","서울 노원구"
"3366","서울특별시 서초구 서초동","1337-2","1337","0002","아크로텔 강남역","20.7230","202502","07","23,000","5","기타","개인","2016","효령로77길 34","-","중개거래","서울 서초구"
"3367","서울특별시 서초구 서초동","1674-5","1674","0005","하림인터내셔날 오피스텔","24.1200","202502","07","29,000","10","개인","개인","2013","서초대로 316","-","중개거래","서울 서초구"
"3368","서울특별시 서초구 서초동","1321-9","1321","0009","풍림아이원매직","68.6300","202502","07","82,000","12","법인","개인","2004","강남대로55길 24","-","중개거래","서울 서초구"
"3369","서울특별시 서초구 서초동","1599-2","1599","0002","엘지서초에클라트","30.9670","202502","07","25,000","17","개인","개인","2004","반포대로14길 71","-","중개거래","서울 서초구"
"3370","서울특별시 관악구 봉천동","869-6","0869","0006","서울대역 마에스트로","19.8400","202502","07","15,300","3","개인","개인","2012","남부순환로218길 1","-","중개거래","서울 관악구"
"3371","서울특별시 관악구 봉천동","861-7","0861","0007","CO-OP RESIDENCE/서울대입구","27.5400","202502","07","20,200","14","법인","개인","2005","봉천로 472","-","중개거래","서울 관악구"
"3372","서울특별시 강서구 화곡동","936-16","0936","0016","클래시 936","28.5500","202502","07","18,890","4","개인","법인","2022","월정로18길 6","20250210","직거래","-"
"3373","서울특별시 관악구 봉천동","866-11","0866","0011","관악맥스텔","25.8200","202502","07","14,300","14","개인","개인","2003","관악로15길 23-11","-","중개거래","서울 관악구"
"3374","서울특별시 강서구 화곡동","936-16","0936","0016","클래시 936","29.2500","202502","07","18,900","4","개인","법인","2022","월정로18길 6","20250210","직거래","-"
"3375","서울특별시 강서구 화곡동","936-16","0936","0016","클래시 936","29.2500","202502","07","18,900","5","개인","법인","2022","월정로18길 6","20250210","직거래","-"
"3376","서울특별시 강서구 화곡동","936-16","0936","0016","클래시 936","28.5500","202502","07","19,000","6","개인","법인","2022","월정로18길 6","20250210","직거래","-"
"3377","서울특별시 강서구 화곡동","936-16","0936","0016","클래시 936","28.5500","202502","07","19,000","3","개인","법인","2022","월정로18길 6","20250210","직거래","-"
"3378","서울특별시 노원구 중계동","506","0506","0000","(506)","83.6200","202502","07","49,700","5","개인","개인","2005","동일로203가길 29","-","중개거래","서울 노원구"
"3379","서울특별시 송파구 문정동","622","0622","0000","송파한화오벨리스크","26.8200","202502","07","18,900","13","개인","개인","2013","충민로 5","-","중개거래","서울 송파구"
"3380","서울특별시 은평구 진관동","100-3","0100","0003","아이파크 포레스트 게이트","24.9100","202502","07","12,500","3","개인","개인","2013","통일로 1010","-","중개거래","서울 은평구"
"3381","서울특별시 송파구 문정동","618","0618","0000","파크하비오","23.7600","202502","07","19,800","13","개인","법인",""," ","20250222","중개거래","서울 송파구"
"3382","서울특별시 서대문구 대현동","104-5","0104","0005","신촌푸르지오시티","26.7520","202502","07","23,400","20","개인","개인","2014","신촌역로 7","-","중개거래","서울 마포구"
"3383","서울특별시 송파구 문정동","618","0618","0000","파크하비오","23.7600","202502","07","19,900","13","개인","법인",""," ","-","중개거래","서울 송파구"
"3384","서울특별시 동대문구 답십리동","497-9","0497","0009","젠트리움","16.2000","202502","07","16,500","5","개인","법인","2020","천호대로 249","-","중개거래","서울 동대문구"
"3385","서울특별시 송파구 문정동","643-1","0643","0001","엠스테이트","26.1500","202502","07","24,500","13","개인","개인","2016","법원로 114","-","중개거래","서울 송파구"
"3386","서울특별시 송파구 문정동","652-5","0652","0005","문정 아이파크","22.8900","202502","07","19,400","15","개인","개인","2017","법원로4길 6","-","중개거래","서울 송파구"
"3387","서울특별시 중구 흥인동","8","0008","0000","동대문솔하임","25.0000","202502","07","19,400","12","개인","개인","2016","마장로 58","-","중개거래","서울 중구"
"3388","서울특별시 중구 광희동1가","89-1","0089","0001","광희동금호트윈 오피스텔","37.0500","202502","07","16,150","4","개인","개인","1999","마른내로 155","-","중개거래","서울 중구"
"3389","서울특별시 강동구 강일동","677-5","0677","0005","유러피안하우스II","15.3600","202502","07","6,950","4","개인","개인","2013","아리수로91길 32-6","-","중개거래","서울 강동구"
"3390","서울특별시 광진구 화양동","174","0174","0000","건대 트레비앙 오피스텔","17.4620","202502","07","25,500","6","개인","개인","2023","광나루로 374","-","중개거래","서울 동대문구"
"3391","서울특별시 관악구 남현동","1061-18","1061","0018","(1061-18)","25.0500","202502","07","18,200","5","개인","개인","2005","과천대로 939","-","중개거래","서울 관악구"
"3392","서울특별시 동작구 노량진동","16-1","0016","0001","노량진 드림스퀘어 복합빌딩","24.1329","202502","07","24,400","16","개인","개인","2020","노들로2길 7","-","중개거래","서울 동작구"
"3393","서울특별시 강남구 대치동","890-59","0890","0059","선릉역 롯데골드로즈2","44.4600","202502","07","41,000","18","법인","개인","2004","선릉로86길 31","-","중개거래","서울 강남구"
"3394","서울특별시 성북구 동소문동6가","3-1","0003","0001","시티플레이스","18.4400","202502","07","19,000","4","개인","개인","2015"," ","-","직거래","-"
"3395","서울특별시 강서구 마곡동","760","0760","0000","마곡나루역보타닉푸르지오시티","22.2000","202502","07","18,900","6","개인","개인","2017"," ","-","중개거래","서울 강서구"
"3396","서울특별시 강서구 마곡동","760","0760","0000","마곡나루역보타닉푸르지오시티","22.3500","202502","07","21,000","4","개인","개인","2017"," ","-","직거래","-"
"3397","서울특별시 서대문구 합동","117","0117","0000","충정로대우디오빌","29.2600","202502","07","22,300","12","개인","개인","2006","서소문로 37","-","중개거래","서울 서대문구"
"3398","서울특별시 강남구 삼성동","158-4","0158","0004","삼성역 두산위브센티움","23.2900","202502","07","23,000","10","개인","개인","2003","테헤란로83길 14","-","중개거래","서울 강남구"
"3399","서울특별시 강서구 마곡동","760-1","0760","0001","힐스테이트에코 마곡나루역 라마다앙코르 서울마곡","20.8420","202502","07","16,500","9","개인","개인","2017","마곡중앙로 161-11","-","중개거래","경기 안산시 상록구, 서울 강서구"
"3400","서울특별시 종로구 연지동","74-12","0074","0012","대보213","20.2000","202502","06","30,152","5","공공기관","법인","2024","김상옥로 9","-","직거래","-"
"3401","서울특별시 영등포구 도림동","266-2","0266","0002","타원벨라움","35.7800","202502","06","16,700","11","개인","개인","2004","도신로15길 37","-","중개거래","서울 영등포구"
"3402","서울특별시 영등포구 문래동6가","2-2","0002","0002","문래동 현대홈시티2","56.8700","202502","06","45,000","9","개인","개인","2004","선유로13길 5","-","중개거래","서울 영등포구"
"3403","서울특별시 영등포구 여의도동","13-24","0013","0024","민족통일 대통령 리빙텔","31.8500","202502","06","18,600","6","개인","개인","2003","국회대로72길 21","-","중개거래","서울 영등포구"
"3404","서울특별시 영등포구 여의도동","61","0061","0000","여의도금호리첸시아","35.9000","202502","06","29,500","3","개인","개인","2003","여의동로 213","-","중개거래","서울 영등포구"
"3405","서울특별시 동대문구 답십리동","497-23","0497","0023","청계 푸르지오시티","20.6200","202502","06","13,800","15","개인","개인","2015","천호대로 257","-","중개거래","서울 성동구"
"3406","서울특별시 영등포구 영등포동2가","164","0164","0000","글로벌MJ10","28.5300","202502","06","40,900","12","개인","법인","2024","영등포로 271","-","직거래","-"
"3407","서울특별시 영등포구 영등포동2가","164","0164","0000","글로벌MJ10","29.1800","202502","06","34,900","3","개인","법인","2024","영등포로 271","-","직거래","-"
"3408","서울특별시 관악구 봉천동","858-6","0858","0006","WD세븐스","17.5600","202502","06","25,500","7","개인","개인","2020","관악로 186","-","중개거래","서울 관악구"
"3409","서울특별시 서초구 양재동","275-3","0275","0003","트윈타워","28.7200","202502","06","14,300","4","개인","개인","1991","마방로10길 25","-","중개거래","서울 서초구"
"3410","서울특별시 서초구 서초동","1677-11","1677","0011","삼환바우스","65.1400","202502","06","55,000","4","개인","개인","2006","서초대로 340","-","중개거래","서울 강남구"
"3411","서울특별시 구로구 오류동","134-1","0134","0001","(134-1)","30.0300","202502","06","9,900","7","개인","개인","2001","오류로 86","-","중개거래","서울 구로구"
"3412","서울특별시 중랑구 망우동","508-2","0508","0002","효성 써너스빌 에코","18.5000","202502","06","10,100","13","개인","개인","2016","망우로60길 37","-","중개거래","서울 중랑구"
"3413","서울특별시 성북구 동소문동4가","118","0118","0000","(118)","18.4450","202502","06","19,000","4","개인","개인","2019","동소문로 53","-","중개거래","서울 성북구"
"3414","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","5","법인","법인","2002"," 30","-","직거래","-"
"3415","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","1","법인","법인","2002"," 30","-","직거래","-"
"3416","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","1","법인","법인","2002"," 30","-","직거래","-"
"3417","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","1","법인","법인","2002"," 30","-","직거래","-"
"3418","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","1","법인","법인","2002"," 30","-","직거래","-"
"3419","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","1","법인","법인","2002"," 30","-","직거래","-"
"3420","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","1","법인","법인","2002"," 30","-","직거래","-"
"3421","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","1","법인","법인","2002"," 30","-","직거래","-"
"3422","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","1","법인","법인","2002"," 30","-","직거래","-"
"3423","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","1","법인","법인","2002"," 30","-","직거래","-"
"3424","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","1","법인","법인","2002"," 30","-","직거래","-"
"3425","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","2","법인","법인","2002"," 30","-","직거래","-"
"3426","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","2","법인","법인","2002"," 30","-","직거래","-"
"3427","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","2","법인","법인","2002"," 30","-","직거래","-"
"3428","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","2","법인","법인","2002"," 30","-","직거래","-"
"3429","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","2","법인","법인","2002"," 30","-","직거래","-"
"3430","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","2","법인","법인","2002"," 30","-","직거래","-"
"3431","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","2","법인","법인","2002"," 30","-","직거래","-"
"3432","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","2","법인","법인","2002"," 30","-","직거래","-"
"3433","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","2","법인","법인","2002"," 30","-","직거래","-"
"3434","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","2","법인","법인","2002"," 30","-","직거래","-"
"3435","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","3","법인","법인","2002"," 30","-","직거래","-"
"3436","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","3","법인","법인","2002"," 30","-","직거래","-"
"3437","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","3","법인","법인","2002"," 30","-","직거래","-"
"3438","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","3","법인","법인","2002"," 30","-","직거래","-"
"3439","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","3","법인","법인","2002"," 30","-","직거래","-"
"3440","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","3","법인","법인","2002"," 30","-","직거래","-"
"3441","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","3","법인","법인","2002"," 30","-","직거래","-"
"3442","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","3","법인","법인","2002"," 30","-","직거래","-"
"3443","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","3","법인","법인","2002"," 30","-","직거래","-"
"3444","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","3","법인","법인","2002"," 30","-","직거래","-"
"3445","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","4","법인","법인","2002"," 30","-","직거래","-"
"3446","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","4","법인","법인","2002"," 30","-","직거래","-"
"3447","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","4","법인","법인","2002"," 30","-","직거래","-"
"3448","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","4","법인","법인","2002"," 30","-","직거래","-"
"3449","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","4","법인","법인","2002"," 30","-","직거래","-"
"3450","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","4","법인","법인","2002"," 30","-","직거래","-"
"3451","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","4","법인","법인","2002"," 30","-","직거래","-"
"3452","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","4","법인","법인","2002"," 30","-","직거래","-"
"3453","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","4","법인","법인","2002"," 30","-","직거래","-"
"3454","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","4","법인","법인","2002"," 30","-","직거래","-"
"3455","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","5","법인","법인","2002"," 30","-","직거래","-"
"3456","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","5","법인","법인","2002"," 30","-","직거래","-"
"3457","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","5","법인","법인","2002"," 30","-","직거래","-"
"3458","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","5","법인","법인","2002"," 30","-","직거래","-"
"3459","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","5","법인","법인","2002"," 30","-","직거래","-"
"3460","서울특별시 성북구 안암동2가","154-1","0154","0001","수산리빙텔","25.2000","202502","06","13,835","5","법인","법인","2002"," 30","-","직거래","-"
