"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-02-01 ~ 2025-03-01"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"506","전라남도 해남군 북일면 운전리","3**","단독","8m미만","81.90","595.00","202502","26","3,700","개인","개인","1923","운수길","-","직거래","-"
"507","전북특별자치도 전주시 덕진구 화전동","1***","단독","8m미만","121.07","264.00","202502","26","6,740","개인","개인","1982","곡천길","-","직거래","-"
"508","경상남도 창원시 성산구 대원동","1**","단독","25m미만","360.18","258.20","202502","26","75,000","개인","개인","1994","대원로","-","중개거래","경남 창원시 성산구"
"509","경기도 화성시 장지동","9**","다가구","12m미만","382.45","260.10","202502","26","145,000","개인","개인","2019","동탄장지천5길","-","중개거래","경기 화성시"
"510","서울특별시 종로구 권농동","1**","단독","8m미만","128.47","77.80","202502","26","145,000","개인","개인","1911","율곡로10길","-","중개거래","서울 종로구"
"511","서울특별시 종로구 창신동","5**","단독","8m미만","79.36","56.20","202502","26","40,000","개인","개인","1985","창신6길","-","중개거래","서울 종로구"
"512","경기도 고양시 일산서구 덕이동","7**","단독","8m미만","142.77","155.00","202502","26","52,632","개인","법인","2022","신덕로24번길","-","직거래","-"
"513","경기도 고양시 일산서구 덕이동","7**","단독","8m미만","123.87","163.00","202502","26","52,493","개인","법인","2022","신덕로24번길","-","직거래","-"
"514","전북특별자치도 부안군 부안읍 서외리","4*","다가구","8m미만","618.29","363.90","202502","26","82,000","개인","개인","2016","서외길","-","중개거래","전북 부안군"
"515","서울특별시 용산구 한남동","5**","다가구","8m미만","166.32","103.00","202502","26","340,000","개인","개인","1992","독서당로3길","-","중개거래","서울 용산구"
"516","서울특별시 용산구 동빙고동","2**","다가구","8m미만","111.41","83.00","202502","26","300,000","개인","개인","1993","녹사평대로14길","-","중개거래","서울 용산구"
"517","경상남도 창원시 의창구 명서동","1*","단독","12m미만","200.84","317.40","202502","26","34,000","개인","개인","1989","명지로4번길","-","중개거래","경남 창원시 의창구"
"518","전라남도 함평군 엄다면 학야리","9*","단독","8m미만","112.97","717.00","202502","26","6,000","개인","개인","1980","학야길","-","직거래","-"
"519","전라남도 영광군 백수읍 상사리","7**","단독","8m미만","69.00","390.00","202502","26","1,300","개인","개인","1960","상사길2길","-","직거래","-"
"520","서울특별시 용산구 보광동","2**","단독","8m미만","189.32","77.00","202502","26","251,000","개인","개인","1997","보광로","-","중개거래","서울 용산구"
"521","충청북도 청주시 상당구 용정동","7**","다가구","12m미만","393.59","235.50","202502","26","47,000","개인","개인","2005","중고개로220번길","-","중개거래","충북 청주시 상당구"
"522","충청북도 진천군 덕산읍 합목리","2**","단독","12m미만","66.00","476.00","202502","26","15,000","개인","개인","1981","이덕로","-","직거래","-"
"523","전북특별자치도 군산시 오식도동","6**","단독","25m미만","493.33","219.10","202502","26","39,000","개인","개인","2008","요죽안2길","-","중개거래","전북 군산시"
"524","전북특별자치도 군산시 오식도동","6**","다가구","12m미만","393.74","219.60","202502","26","28,000","개인","개인","2008","요죽1길","-","직거래","-"
"525","전라남도 진도군 진도읍 성내리","2*","단독","8m미만","40.67","114.30","202502","26","6,500","개인","개인","1973","성내길","-","중개거래","전남 진도군"
"526","충청북도 제천시 덕산면 수산리","2**","다가구","8m미만","201.18","565.00","202502","26","14,000","개인","개인","2007","월악산로2길","-","중개거래","경기 오산시"
"527","서울특별시 중랑구 면목동","3**","다가구","8m미만","184.62","103.50","202502","26","59,000","개인","개인","1992","답십리로77길","-","중개거래","서울 성동구, 서울 중랑구"
"528","경기도 고양시 일산동구 정발산동","8**","단독","8m미만","218.46","233.70","202502","26","99,000","개인","법인","2001","무궁화로120번길","-","중개거래","경기 고양시 일산동구"
"529","전북특별자치도 정읍시 영원면 앵성리","1**","단독","8m미만","79.50","390.00","202502","26","2,500","개인","개인","1973","앵성2길","-","직거래","-"
"530","경상북도 김천시 남면 초곡리","2**","단독","8m미만","328.96","902.00","202502","26","40,000","개인","개인","2014","초곡1길","-","중개거래","경북 김천시"
"531","강원특별자치도 양양군 서면 용천리","*","단독","8m미만","83.10","138.00","202502","26","4,500","개인","개인","1970","곰밭길","-","중개거래","강원 양양군"
"532","서울특별시 서대문구 북아현동","*","다가구","8m미만","271.32","129.00","202502","26","128,000","개인","개인","1993","북아현로18길","-","중개거래","서울 서대문구"
"533","강원특별자치도 양양군 양양읍 구교리","7*","다가구","8m미만","586.43","544.00","202502","26","140,176","개인","개인","2023","구교언덕길","-","직거래","-"
"534","강원특별자치도 고성군 죽왕면 오봉리","3**","단독","8m미만","76.80","1048.00","202502","26","25,500","개인","개인","1929","왕곡마을길","-","중개거래","강원 고성군"
"535","충청북도 청주시 서원구 남이면 수대리","2**","단독","8m미만","98.85","379.00","202502","26","24,950","개인","개인","2017","청남로","-","직거래","-"
"536","서울특별시 양천구 신월동","1**","단독","8m미만","88.92","103.40","202502","26","26,000","개인","개인","1978","남부순환로40길","-","중개거래","서울 강서구, 서울 양천구"
"537","경상북도 안동시 남후면 개곡리","3**","단독","8m미만","81.71","483.00","202502","26","1,900","개인","개인","1986","접실길","-","직거래","-"
"538","경상북도 구미시 도개면 용산리","3*","단독","8m미만","58.30","99.00","202502","26","1,300","개인","개인","2024","용산1길","-","직거래","-"
"539","강원특별자치도 철원군 근남면 마현리","1***","단독","8m미만","64.72","858.00","202502","26","14,000","개인","개인","2005","","-","직거래","-"
"540","서울특별시 영등포구 대림동","8**","단독","8m미만","182.48","162.00","202502","26","87,500","개인","개인","1982","디지털로64가길","-","중개거래","서울 영등포구"
"541","경상남도 진주시 신안동","1*","다가구","12m미만","489.69","251.70","202502","26","53,000","개인","개인","1991","천수로298번길","-","중개거래","경남 진주시"
"542","경상북도 경산시 조영동","3**","다가구","8m미만","571.98","241.00","202502","26","63,800","개인","개인","2007","대학로70길","-","중개거래","경북 경산시"
"543","서울특별시 동작구 노량진동","2**","단독","8m미만","239.40","172.00","202502","26","240,000","개인","개인","1990","장승배기로27가길","-","중개거래","서울 동작구"
"544","서울특별시 동작구 사당동","1**","다가구","8m미만","176.13","106.00","202502","26","148,174","기타","개인","1993","사당로29다길","-","직거래","-"
"545","경상북도 의성군 안평면 박곡리","8**","단독","12m미만","40.00","269.00","202502","26","3,500","개인","개인","","안평의성로","-","직거래","-"
"546","경상북도 청송군 부남면 감연리","4**","단독","8m미만","83.14","648.00","202502","26","10,000","개인","개인","1997","감연2길","-","직거래","-"
"547","경상북도 청송군 부남면 감연리","4**","단독","8m미만","83.14","648.00","202502","26","10,000","개인","개인","1997","감연2길","-","중개거래","경북 청송군"
"548","서울특별시 관악구 신림동","3**","단독","25m미만","780.78","288.00","202502","26","260,000","법인","개인","1981","호암로","-","중개거래","경기 구리시"
"549","서울특별시 관악구 남현동","1***","단독","8m미만","322.87","110.70","202502","26","137,000","개인","개인","1997","남현4길","-","중개거래","서울 관악구, 서울 동작구"
"550","서울특별시 강남구 삼성동","9*","다가구","8m미만","311.01","265.00","202502","26","630,000","법인","기타","1990","영동대로118길","-","중개거래","서울 강남구"
"551","경상북도 경주시 성건동","6**","단독","8m미만","192.90","172.00","202502","26","13,000","개인","개인","1993","공영주택길","-","직거래","-"
"552","강원특별자치도 횡성군 갑천면 매일리","1**","단독","8m미만","126.17","660.00","202502","26","18,662","개인","개인","2006","갑천로","-","직거래","-"
"553","부산광역시 서구 남부민동","1**","단독","8m미만","17.76","43.00","202502","26","3,600","개인","개인","1985","천마로143번길","-","중개거래","부산 부산진구"
"554","부산광역시 서구 남부민동","8*","단독","25m미만","119.00","17.00","202502","26","4,700","개인","개인","1990","해돋이로","-","직거래","-"
"555","경상북도 경주시 황오동","1**","단독","8m미만","49.50","179.10","202502","26","27,900","개인","개인","1970","원효로177번길","-","직거래","-"
"556","강원특별자치도 횡성군 둔내면 우용리","3**","단독","8m미만","82.98","562.50","202502","26","11,800","개인","개인","1997","고원남로","-","중개거래","강원 횡성군"
"557","전라남도 나주시 송월동","1***","단독","8m미만","67.56","262.10","202502","26","16,600","개인","개인","1993","왕건길","-","직거래","-"
"558","전라남도 순천시 덕암동","4**","단독","12m미만","121.47","350.00","202502","26","29,500","개인","개인","2004","덕암안길","-","중개거래","전남 순천시"
"559","전라남도 여수시 문수동","1**","다가구","8m미만","344.46","193.40","202502","26","18,000","개인","개인","2002","문수3길","-","직거래","-"
"560","부산광역시 동래구 안락동","1***","단독","8m미만","16.53","64.00","202502","26","14,300","개인","개인","1941","충렬대로331번길","-","직거래","-"
"561","전라남도 여수시 고소동","2**","단독","8m미만","30.45","69.00","202502","26","2,800","개인","개인","1985","고소4길","-","중개거래","전남 여수시"
"562","경상북도 고령군 개진면 신안리","2**","단독","8m미만","84.35","261.00","202502","26","6,200","개인","개인","1995","신안길","-","직거래","-"
"563","부산광역시 남구 용호동","4**","단독","8m미만","131.04","116.00","202502","26","28,513","개인","개인","1988","동명로145번다길","-","중개거래","부산 남구"
"564","전라남도 목포시 유달동","1*","단독","8m미만","42.48","217.20","202502","26","8,000","법인","개인","2002","유달로56번길","-","직거래","-"
"565","강원특별자치도 삼척시 도계읍 발이리","1**","단독","8m미만","95.55","498.00","202502","26","24,058","개인","개인","2010","발이2길","-","직거래","-"
"566","경상북도 칠곡군 지천면 신리","8**","단독","8m미만","84.35","331.00","202502","26","10,000","개인","개인","","신동로","-","직거래","-"
"567","경상북도 칠곡군 지천면 금호리","7**","단독","8m미만","60.65","387.00","202502","26","10,500","개인","개인","2010","금호빈주길","-","중개거래","대구 북구"
"568","부산광역시 해운대구 우동","3**","단독","8m미만","23.14","50.00","202502","26","41,000","법인","개인","1973","우동1로49번가길","-","직거래","-"
"569","충청남도 논산시 취암동","5**","단독","12m미만","46.20","129.00","202502","26","7,000","개인","개인","1970","중앙로397번길","-","직거래","-"
"570","부산광역시 금정구 노포동","3**","단독","8m미만","177.76","297.00","202502","26","38,500","법인","기타","1980","중앙대로2327번안길","20250423","중개거래","부산 금정구"
"571","충청북도 제천시 영천동","7**","단독","8m미만","43.39","92.00","202502","26","4,000","개인","개인","1982","청풍호로2길","-","직거래","-"
"572","충청북도 충주시 봉방동","2**","단독","12m미만","81.96","189.20","202502","26","12,500","개인","개인","1983","봉계10길","-","중개거래","충북 충주시"
"573","부산광역시 강서구 명지동","3***","단독","12m미만","329.08","198.70","202502","26","52,200","개인","개인","2011","명지오션시티8로","-","중개거래","부산 강서구"
"574","경상북도 포항시 남구 구룡포읍 하정리","1**","단독","12m미만","95.11","331.00","202502","26","33,500","개인","개인","2018","하정로","-","직거래","-"
"575","충청남도 부여군 내산면 주암리","2**","단독","8m미만","89.00","638.00","202502","26","3,400","개인","개인","1938","녹간로","-","중개거래","충남 부여군"
"576","경상북도 울릉군 울릉읍 도동리","4*","단독","8m미만","26.50","41.00","202502","26","6,860","개인","개인","1975","도동2길","-","직거래","-"
"577","제주특별자치도 서귀포시 안덕면 창천리","7**","단독","8m미만","134.02","329.00","202502","26","41,500","개인","개인","2016","소기왓로","-","직거래","-"
"578","경기도 이천시 대포동","3**","단독","8m미만","192.74","941.00","202502","26","55,000","개인","개인","2006","대장로62번길","-","중개거래","경기 광주시"
"579","제주특별자치도 서귀포시 남원읍 의귀리","1***","단독","12m미만","149.45","506.00","202502","26","23,500","개인","개인","2015","원님서로","-","직거래","-"
"580","대구광역시 동구 지저동","8**","단독","8m미만","380.78","197.00","202502","26","46,500","개인","개인","1991","공항로56길","-","중개거래","대구 동구"
"581","경기도 시흥시 정왕동","1***","단독","8m미만","481.01","215.40","202502","26","88,500","개인","개인","","군서로36번길","-","중개거래","경기 시흥시"
"582","경기도 시흥시 정왕동","1***","다가구","8m미만","481.01","215.40","202502","26","88,500","개인","개인","2000","군서로36번길","20250311","중개거래","경기 시흥시"
"583","경기도 남양주시 별내동","8**","다가구","12m미만","494.10","262.60","202502","26","150,000","개인","개인","2013","덕송2로10번길","-","중개거래","경기 남양주시"
"584","경기도 남양주시 별내동","1***","다가구","12m미만","717.36","381.00","202502","26","307,000","개인","법인","2024","식송1로","-","중개거래","경기 남양주시"
"585","경기도 구리시 교문동","7**","단독","8m미만","219.84","245.00","202502","26","70,000","개인","개인","1996","한다리길75번길","-","중개거래","경기 구리시"
"586","경기도 평택시 용이동","6**","다가구","12m미만","429.35","285.40","202502","26","141,000","개인","개인","2018","용죽5길","-","중개거래","경기 평택시"
"587","경상남도 밀양시 단장면 사연리","3**","단독","12m미만","51.57","261.00","202502","26","8,000","개인","개인","1945","동화3길","-","직거래","-"
"588","경기도 의정부시 의정부동","4**","다가구","25m미만","188.73","50.90","202502","26","50,000","개인","법인","1992","가능로","-","직거래","-"
"589","대구광역시 남구 대명동","2***","다가구","8m미만","844.78","419.20","202502","26","270,000","개인","법인","2025","성당로62길","-","중개거래","대구 남구"
"590","경상남도 거제시 둔덕면 거림리","3**","단독","8m미만","77.10","180.00","202502","26","7,300","개인","개인","1992","거림1길","20250416","중개거래","경남 거제시"
"591","경상남도 거제시 둔덕면 거림리","3**","단독","8m미만","77.10","180.00","202502","26","7,000","개인","개인","1992","거림1길","-","중개거래","경남 거제시"
"592","경상남도 거제시 사등면 덕호리","1**","단독","8m미만","40.00","230.00","202502","26","8,500","개인","개인","2011","덕호신촌2길","-","직거래","-"
"593","제주특별자치도 제주시 조천읍 대흘리","1***","단독","8m미만","33.06","155.00","202502","26","7,000","개인","개인","1933","곱은달서길","-","직거래","-"
"594","경상남도 창녕군 대합면 대곡리","1**","단독","8m미만","86.80","518.00","202502","25","4,160","개인","개인","1995","대곡길","-","직거래","-"
"595","전북특별자치도 군산시 회현면 증석리","4**","단독","8m미만","93.40","430.00","202502","25","2,530","개인","개인","1940","증석1길","-","직거래","-"
"596","경기도 가평군 조종면 신상리","1**","단독","8m미만","99.18","480.00","202502","25","20,700","개인","개인","2020","운악청계로368번길","-","중개거래","경기 가평군"
"597","경상북도 경주시 강동면 안계리","9**","단독","8m미만","33.00","516.00","202502","25","6,000","개인","개인","1971","단구안계길","-","중개거래","경북 경주시"
"598","전라남도 여수시 국동","1**","단독","8m미만","33.06","99.00","202502","25","7,500","개인","개인","1978","국동9길","-","중개거래","전남 여수시"
"599","인천광역시 미추홀구 주안동","5**","단독","8m미만","95.93","168.90","202502","25","35,600","개인","개인","1978","남주길43번길","-","중개거래","인천 미추홀구"
"600","강원특별자치도 춘천시 효자동","6**","다가구","8m미만","145.04","118.40","202502","25","15,000","개인","개인","1992","서부대성로173번길","-","중개거래","강원 원주시"
"601","강원특별자치도 홍천군 홍천읍 장전평리","7**","단독","8m미만","175.62","660.00","202502","25","18,500","개인","개인","2015","높은터로626번길","-","직거래","-"
"602","대구광역시 북구 칠성동2가","4**","단독","8m미만","34.38","114.71","202502","25","50,000","개인","개인","1949","칠성남로31길","-","직거래","-"
"603","경상남도 의령군 궁류면 다현리","3**","단독","8m미만","91.29","288.00","202502","25","2,000","개인","개인","1993","궁류로","-","직거래","-"
"604","강원특별자치도 춘천시 교동","5*","단독","25m미만","221.68","86.00","202502","25","20,000","개인","개인","1995","삭주로","-","직거래","-"
"605","전라남도 목포시 용해동","4**","단독","8m미만","147.92","542.00","202502","25","16,500","개인","개인","1981","관해로","-","중개거래","전남 목포시"
"606","강원특별자치도 동해시 효가동","3**","단독","12m미만","74.22","181.00","202502","25","8,500","개인","개인","1980","양지1길","-","중개거래","강원 동해시"
"607","전라남도 진도군 군내면 분토리","1***","단독","12m미만","83.00","660.00","202502","25","5,600","개인","개인","2010","가흥로","-","중개거래","전남 진도군"
"608","경상북도 성주군 월항면 대산리","5**","단독","8m미만","49.70","336.00","202502","25","12,200","개인","개인","2014","대산1길","-","중개거래","경북 칠곡군"
"609","경상남도 함안군 가야읍 검암리","5**","단독","8m미만","96.77","131.00","202502","25","8,000","개인","개인","1996","중검길","-","중개거래","경남 함안군"
"610","서울특별시 동대문구 이문동","8*","다가구","8m미만","198.51","132.00","202502","25","150,000","개인","개인","1991","외대역동로14길","-","중개거래","서울 동대문구"
"611","제주특별자치도 제주시 한림읍 금악리","1***","단독","8m미만","83.64","431.00","202502","25","38,000","개인","개인","2024","금악남2길","-","직거래","-"
"612","강원특별자치도 속초시 동명동","4**","단독","8m미만","45.06","53.00","202502","25","6,500","개인","개인","1985","장안로4길","-","중개거래","강원 속초시"
"613","전북특별자치도 군산시 서흥남동","8**","단독","25m미만","138.40","227.10","202502","25","21,552","개인","개인","1978","축동로","-","중개거래","전북 군산시"
"614","전북특별자치도 군산시 경암동","6**","단독","8m미만","90.66","241.10","202502","25","7,000","개인","개인","1988","경암2길","-","직거래","-"
"615","전북특별자치도 진안군 동향면 학선리","5**","단독","8m미만","181.88","895.00","202502","25","1,147","개인","개인","1946","계향로","-","직거래","-"
"616","서울특별시 동대문구 청량리동","2**","단독","8m미만","54.54","63.00","202502","25","75,500","개인","개인","1980","제기로17길","-","중개거래","서울 동대문구"
"617","전북특별자치도 진안군 백운면 노촌리","9**","단독","8m미만","139.77","364.00","202502","25","18,000","개인","개인","2007","비사랑길","-","직거래","-"
"618","전북특별자치도 진안군 마령면 강정리","2**","단독","8m미만","58.76","274.00","202502","25","3,000","개인","개인","1942","원강정1길","-","직거래","-"
"619","전라남도 장성군 북하면 성암리","5**","단독","8m미만","85.90","322.00","202502","25","2,900","개인","개인","1954","북하성암길","-","직거래","-"
"620","전라남도 장성군 황룡면 월평리","7*","단독","12m미만","152.82","602.00","202502","25","5,000","개인","개인","1935","교동1길","-","직거래","-"
"621","전라남도 장성군 남면 삼태리","8**","다가구","12m미만","591.29","296.40","202502","25","144,000","개인","법인","2024","나노산단1로","-","직거래","-"
"622","경상북도 칠곡군 북삼읍 오평리","1**","단독","8m미만","19.60","446.00","202502","25","4,000","개인","개인","1955","오평1길","-","중개거래","경북 칠곡군"
"623","전라남도 장성군 장성읍 영천리","1**","단독","8m미만","72.72","499.00","202502","25","4,500","개인","개인","1900","구산제길","-","직거래","-"
"624","경기도 양평군 양평읍 대흥리","1**","단독","8m미만","127.82","512.00","202502","25","32,500","개인","개인","1979","황골길","-","직거래","-"
"625","부산광역시 해운대구 재송동","1***","다가구","8m미만","188.39","116.20","202502","25","25,000","개인","개인","1992","재반로","-","중개거래","부산 해운대구"
"626","충청남도 예산군 예산읍 예산리","3**","단독","8m미만","72.72","234.00","202502","25","6,800","개인","개인","1960","천변로147번길","-","직거래","-"
"627","충청남도 홍성군 서부면 궁리","2*","단독","8m미만","150.33","850.00","202502","25","20,000","개인","개인","2025","서부서길168번길","-","직거래","-"
"628","경상북도 포항시 남구 대도동","6**","다가구","12m미만","192.92","204.90","202502","25","22,000","개인","개인","1989","상공로6번길","-","직거래","-"
"629","충청북도 영동군 양산면 수두리","5**","단독","8m미만","121.83","336.00","202502","25","3,600","개인","개인","1991","수두2길","-","직거래","-"
"630","부산광역시 사하구 하단동","6*","단독","8m미만","125.98","134.00","202502","25","31,700","개인","개인","1980","괴정로57번길","-","중개거래","부산 사하구"
"631","전라남도 함평군 손불면 학산리","3*","단독","8m미만","76.88","748.00","202502","25","3,000","개인","개인","1994","손무로","-","직거래","-"
"632","전라남도 무안군 일로읍 복룡리","5**","단독","8m미만","39.67","306.00","202502","25","1,100","개인","개인","1959","일로복룡길","-","직거래","-"
"633","서울특별시 용산구 동빙고동","2*","다가구","8m미만","351.23","162.00","202502","25","450,000","개인","개인","1996","서빙고로91라길","-","중개거래","서울 용산구"
"634","전라남도 무안군 일로읍 월암리","2**","단독","25m미만","94.24","50.00","202502","25","5,250","개인","개인","1982","일로로","-","직거래","-"
"635","충청북도 증평군 증평읍 남차리","2**","단독","8m미만","114.90","660.00","202502","25","22,800","개인","개인","2002","행복마을길","-","중개거래","충북 증평군"
"636","울산광역시 동구 방어동","1**","다가구","8m미만","266.06","153.40","202502","25","39,400","개인","개인","2015","동진1길","-","중개거래","울산 남구"
"637","경상북도 예천군 예천읍 서본리","2**","단독","8m미만","110.17","260.00","202502","25","5,000","개인","개인","1996","상시당길","-","중개거래","경북 예천군"
"638","전라남도 영암군 학산면 신덕리","3**","단독","12m미만","51.45","376.00","202502","25","1,000","개인","개인","1956","영산로","-","직거래","-"
"639","서울특별시 용산구 원효로4가","4*","다가구","8m미만","73.55","52.90","202502","25","98,500","개인","개인","1996","효창원로12가길","-","중개거래","서울 성동구, 서울 용산구"
"640","서울특별시 중구 신당동","3**","단독","8m미만","13.22","46.00","202502","25","50,500","개인","개인","1900","청구로16길","-","중개거래","서울 중구"
"641","서울특별시 중구 신당동","3**","단독","8m미만","23.14","33.00","202502","25","65,500","개인","개인","1900","다산로35길","-","중개거래","서울 중구"
"642","충청북도 증평군 증평읍 남차리","2**","단독","8m미만","114.90","660.00","202502","25","22,800","개인","개인","2002","행복마을길","20250425","중개거래","충북 증평군"
"643","경기도 고양시 일산동구 풍동","2**","단독","8m미만","202.77","157.00","202502","25","72,872","개인","개인","2023","숲속마을2로","-","직거래","-"
"644","경상남도 창원시 마산회원구 내서읍 중리","1***","다가구","12m미만","340.70","241.00","202502","25","51,000","개인","개인","2012","중리1길","-","직거래","-"
"645","경기도 화성시 송동","7**","다가구","25m미만","405.64","269.40","202502","25","210,000","개인","개인","2018","동탄순환대로3길","-","중개거래","경기 화성시"
"646","울산광역시 동구 방어동","1**","다가구","8m미만","266.06","153.40","202502","25","39,400","개인","개인","2015","동진1길","20250307","중개거래","울산 남구"
"647","울산광역시 남구 야음동","3**","단독","8m미만","62.47","141.60","202502","25","20,000","개인","개인","1974","야음본로22번길","-","직거래","-"
"648","전라남도 해남군 황산면 부곡리","6**","단독","8m미만","72.60","660.00","202502","25","14,500","개인","개인","2000","명량로","-","중개거래","전남 해남군"
"649","충청남도 부여군 남면 삼용리","4**","단독","8m미만","47.93","384.00","202502","25","1,964","개인","개인","1932","삼용로","-","직거래","-"
"650","경기도 여주시 하거동","4**","단독","8m미만","84.62","495.00","202502","25","9,520","개인","개인","2017","하거3길","-","중개거래","경기 여주시"
"651","부산광역시 강서구 강동동","1***","단독","8m미만","83.69","562.00","202502","25","34,000","개인","개인","1995","상덕로97번가길","-","중개거래","부산 강서구"
"652","충청남도 공주시 의당면 도신리","3**","단독","-","100.20","999.00","202502","25","26,415","개인","법인","2024","강백년길","-","직거래","-"
"653","전라남도 해남군 황산면 남리리","7**","단독","8m미만","105.78","707.00","202502","25","2,000","개인","개인","1900","남리길","-","직거래","-"
"654","충청남도 당진시 고대면 성산리","1***","단독","8m미만","160.00","656.00","202502","25","14,113","개인","개인","1991","성산로","-","직거래","-"
"655","충청남도 당진시 석문면 삼화리","3**","단독","8m미만","81.60","484.00","202502","25","3,900","개인","개인","1996","찬동길","-","직거래","-"
"656","전북특별자치도 전주시 완산구 효자동1가","2**","단독","8m미만","81.15","202.00","202502","25","24,699","기타","개인","1950","효동2길","-","중개거래","전북 전주시 완산구"
"657","충청남도 당진시 정미면 덕마리","3**","다가구","8m미만","561.16","378.00","202502","25","52,000","개인","개인","2011","산동로","-","직거래","-"
"658","전라남도 해남군 송지면 해원리","5**","단독","8m미만","69.41","1111.00","202502","25","1,700","개인","개인","1951","개현길","-","직거래","-"
"659","경기도 여주시 상동","2**","단독","8m미만","406.80","216.00","202502","25","30,000","개인","개인","1994","여흥로140번길","-","중개거래","경기 여주시"
"660","경기도 양주시 덕계동","7**","단독","8m미만","144.04","236.00","202502","25","46,000","개인","개인","2020","평화로1429번길","-","중개거래","경기 양주시"
"661","전북특별자치도 전주시 완산구 남노송동","1**","단독","8m미만","41.98","58.50","202502","25","1,800","개인","개인","1942","마당재1길","-","직거래","-"
"662","경기도 용인시 처인구 해곡동","1**","단독","8m미만","52.80","155.00","202502","25","3,180","개인","개인","1996","해곡로","-","직거래","-"
"663","충청북도 음성군 감곡면 상우리","3**","단독","8m미만","99.12","775.00","202502","25","24,500","개인","개인","2011","상우길68번길","-","직거래","-"
"664","충청남도 홍성군 결성면 교항리","5**","단독","8m미만","47.64","377.00","202502","25","10,500","개인","개인","2015","와룡로188번길","-","중개거래","충남 홍성군"
"665","인천광역시 강화군 강화읍 용정리","1***","단독","8m미만","40.56","102.00","202502","25","9,000","개인","개인","1976","강화대로154번길","-","중개거래","인천 강화군"
"666","경상남도 창원시 마산회원구 양덕동","7*","단독","12m미만","183.45","119.00","202502","25","27,000","개인","개인","1982","산호천서길","-","직거래","-"
"667","충청남도 부여군 장암면 원문리","1**","단독","8m미만","24.48","526.00","202502","25","5,000","개인","개인","2016","","-","직거래","-"
"668","인천광역시 강화군 하점면 이강리","6**","단독","8m미만","139.36","458.00","202502","25","40,000","개인","개인","2024","강화서로","-","중개거래","인천 강화군, 인천 연수구"
"669","충청남도 천안시 동남구 신부동","6**","다가구","12m미만","465.80","206.80","202502","25","47,000","개인","개인","1997","터미널6길","-","중개거래","충남 천안시 동남구"
"670","경상남도 양산시 동면 사송리","1***","단독","25m미만","199.76","263.10","202502","25","85,000","개인","개인","2024","사송로","-","중개거래","경남 양산시"
"671","제주특별자치도 서귀포시 표선면 가시리","2***","단독","12m미만","94.68","484.00","202502","25","30,000","개인","개인","2017","중산간동로5220번길","-","중개거래","제주 서귀포시"
"672","충청남도 천안시 동남구 신부동","6**","다가구","12m미만","465.80","206.80","202502","25","47,000","개인","개인","1997","터미널6길","20250228","중개거래","충남 천안시 동남구"
"673","경상남도 양산시 원동면 선리","1***","단독","12m미만","152.26","660.00","202502","25","40,153","공공기관","개인","2005","배내로","-","직거래","-"
"674","경상남도 창원시 마산합포구 산호동","3**","단독","12m미만","198.45","97.20","202502","25","22,000","개인","개인","1990","산호동10길","20250404","중개거래","경남 창원시 마산합포구"
"675","경상남도 창원시 마산합포구 산호동","3**","단독","12m미만","198.45","97.20","202502","25","22,000","개인","개인","1990","산호동10길","20250317","중개거래","경남 창원시 마산합포구"
"676","전라남도 고흥군 남양면 장담리","1***","단독","12m미만","85.48","867.00","202502","25","16,700","개인","개인","2016","송정옥천길","-","중개거래","전남 순천시"
"677","전라남도 고흥군 과역면 과역리","1***","단독","8m미만","115.30","737.00","202502","25","1,413","개인","개인","1961","샘골길","-","직거래","-"
"678","전라남도 고흥군 점암면 장남리","2**","단독","12m미만","42.90","1049.00","202502","25","2,000","개인","개인","1974","천사로","-","직거래","-"
"679","부산광역시 사상구 주례동","5**","단독","12m미만","384.77","213.00","202502","25","60,000","법인","개인","1984","가야대로306번길","-","중개거래","부산 연제구"
"680","광주광역시 동구 계림동","4**","단독","8m미만","25.00","112.00","202502","25","20,000","개인","개인","1960","구성로238번길","-","직거래","-"
"681","전북특별자치도 전주시 덕진구 인후동2가","4*","단독","8m미만","80.51","186.00","202502","25","5,800","기타","개인","1980","명주3길","-","중개거래","전북 전주시 덕진구"
"682","경기도 파주시 파주읍 연풍리","1**","단독","8m미만","23.40","75.00","202502","25","3,800","개인","개인","1999","청류골길","-","중개거래","경기 파주시"
